Date,AAPL,MSFT,GOOG,GOOGL,AMZN,BRK.B,TSLA,UNH,XOM,JNJ,NVDA,JPM,V,WMT,CVX,PG,LLY,MA,HD,BAC,META,PFE,ABBV,KO,MRK,PEP,COST,TMO,AVGO,ORCL,MCD,DHR,ACN,CSCO,TMUS,ABT,WFC,DIS,COP,NEE,NKE,LIN,TXN,BMY,VZ,ADBE,CRM,UPS,MS,AMGN,CMCSA,PM,HON,SCHW,RTX,QCOM,T,UNP,GS,LOW,IBM,NFLX,CVS,INTC,CAT,DE,LMT,SPGI,ELV,AMD,BLK,AXP,INTU,SBUX,MDT,PLD,BA,AMT,PYPL,ADP,GILD,C,AMAT,GE,ISRG,CI,MDLZ,EOG,TJX,CB,SYK,ADI,NOW,MMC,EL,TGT,MO,REGN,BKNG,VRTX,SLB,NOC,PGR,MMM,DUK,SO,ITW,ZTS,LRCX,MU,OXY,CSX,HUM,PNC,GD,USB,MRNA,BDX,WM,ETN,APD,FISV,HCA,TFC,CME,CL,PXD,SHW,CHTR,EQIX,BSX,CCI,AON,MET,GM,ICE,NSC,ATVI,F,MCO,MPC,EMR,DG,FCX,KLAC,KDP,PSX,PSA,MAR,VLO,D,MNST,ADM,ORLY,SNPS,MCK,ADSK,SRE,APH,DVN,ROP,CNC,CTVA,AEP,EW,GIS,CDNS,JCI,AZO,FDX,KHC,CTAS,HSY,HES,AIG,DXCM,COF,ECL,NXPI,A,FTNT,AFL,PAYX,KMB,SYY,LHX,TRV,IQV,KMI,CMG,MSI,MCHP,BIIB,WMB,RSG,MSCI,O,PRU,TT,STZ,TEL,ENPH,PH,SPG,ANET,AJG,EXC,FIS,ILMN,ALB,HLT,DOW,CARR,DLTR,XEL,NEM,IDXX,EA,BK,PCAR,WBA,NUE,AMP,HAL,DD,ALL,CMI,YUM,ODFL,TDG,CSGP,WELL,KR,BF.B,ROST,LVS,RMD,MTD,NDAQ,ON,OTIS,SBAC,DLR,AME,ED,ABC,ROK,BKR,VICI,KEYS,HPQ,PPG,APTV,CEG,CTSH,TROW,DFS,STT,FAST,GWW,DHI,WEC,PCG,GLW,PEG,LYB,FANG,OKE,WBD,MTB,GPN,VRSK,BAX,ES,RJF,AWK,IT,HRL,IFF,WTW,FITB,EBAY,GPC,LEN,CDW,CBRE,ARE,WY,ZBH,TSN,FTV,URI,VMC,EFX,EQR,K,HIG,AVB,PFG,FRC,TSCO,EIX,LUV,DAL,ETR,MLM,MKC,CTRA,IR,ANSS,DTE,LH,ULTA,RF,FE,HBAN,AEE,EXR,ACGL,MRO,EPAM,PWR,ROL,CFG,PAYC,VRSN,PPL,CF,XYL,DOV,CAH,WAT,HPE,NTRS,INVH,TDY,JBHT,HOLX,AES,WST,MOH,WRB,MAA,KEY,MPWR,WAB,CNP,CHD,SYF,VTR,PKI,MOS,GRMN,BALL,EXPD,LYV,CLX,J,IEX,AMCR,CINF,DRI,INCY,STE,DGX,TTWO,ALGN,CMS,ABMD,BBY,CAG,BR,TRGP,SEDG,FOX,FOXA,BRO,FDS,COO,NTAP,FMC,OMC,APA,EQT,PTC,HWM,ATO,EXPE,SWKS,IRM,TRMB,SJM,TER,GEN,RCL,AVY,TXT,FLT,CPB,AKAM,CPRT,UAL,ETSY,LKQ,MTCH,NVR,LDOS,MGM,ESS,SIVB,VTRS,TECH,POOL,KIM,PEAK,EVRG,BEN,ZBRA,LNT,NDSN,TYL,L,HST,UDR,IP,DPZ,VFC,BIO,JKHY,WDC,IPG,CRL,SWK,SNA,PARA,CPT,CBOE,RE,CE,PKG,STX,BXP,KMX,LW,CHRW,MAS,CCL,REG,AAP,CZR,EMN,GL,MKTX,HSIC,NI,NRG,NWS,NWSA,TFX,PHM,ALLE,BWA,CDAY,JNPR,QRVO,AAL,CMA,WRK,AOS,UHS,HII,DISH,IVZ,FFIV,WYNN,RHI,HAS,FRT,SBNY,FBHS,WHR,TPR,CTLT,ZION,BBWI,PNW,PNR,NCLH,SEE,GNRC,RL,MHK,XRAY,DXC,AIZ,LUMN,DVA,OGN,ALK,LNC,NWL,VNO,TAP
Jan-10,6.8594,28.18,27.7723,13.2615,6.2705,76.43,1.5887,33,64.43,62.86,3.8475,38.94,20.5075,53.43,72.12,61.55,35.2,24.99,28.01,15.18,29.6,17.6887,34.16,27.125,36.4058,59.62,53.429,46.15,17.38,23.06,62.43,27.0387,40.99,22.47,11.26,25.3304,28.43,29.55,36.5914,12.19,15.9375,161.49,22.5,24.36,27.4998,32.3,15.8875,57.77,26.78,58.48,7.915,45.51,36.7851,18.29,67.48,39.19,19.1514,30.25,148.72,21.65,122.39,8.8928,32.37,19.4,52.24,49.95,74.52,35.45,63.72,7.46,213.82,37.66,29.61,10.895,42.89,24,60.6,42.45,38.7,35.7838,24.135,33.2,12.18,123.6552,36.4507,33.77,18.0974,45.21,9.5025,49.27,51.92,26.96,24.6,21.56,26.26,51.27,19.86,26.66,1737.74,38.4,63.46,51.3463,15.9114,80.49,49.59,32,43.59,33.45,33.01,8.72,75.1453,4.7622,48.62,55.43,66.85,25.08,15.27,75.37,32.05,30.62,70.2253,11.26,33.87,27.87,50.0814,40.015,43.98,21.1165,33.8752,94.7652,8.63,36.94,38.9,31.4753,34.2,19.096,47.06,10.16,10.719,27.59,20.7,41.54,23.49,33.1249,22.6725,19.2161,34.05,79.18,24.7241,16.824,37.46,6.4083,29.97,37.8,21.27,58.82,23.79,50.75,9.96,66.91,50.08,4.8125,26.97,34.65,7.4683,35.655,5.81,16.2281,155.03,78.35,79.47,24.8112,36.43,57.79,20.2997,2.265,36.86,43.9,11.075,20.0439,1.723,24.215,28.99,56.9213,27.99,159.38,50.67,44.04,30.5,96.46,43.05,12.905,49.5,17.0174,26.79,29.56,27.93,49.99,20.0975,16.08,24.88,7.34,55.91,67.6951,15.5975,22.55,32.5303,23.56,36.69,35.72,66.75,51.63,17.25,16.5067,20.78,42.86,26.245,16.28,29.09,33.0598,36.05,40.8,38.24,29.21,152.4464,29.93,45.16,24.5988,8.1482,35.4394,4.038,63.77,10.715,13.4311,11.4825,15.5,25.57,97.47,5.9966,7.21,50,33.09,48,16.1957,43.74,27.26,48.24,45.28,20.5,31.5,21.3701,29.34,17.4553,48,21.83,48.4115,13.68,42.88,10.37,99.28,11.79,24.47,42.24,18.08,30.59,22.3,17.03,18.4677,15.1515,73.75,22.25,28.12,31.2862,25.32,16.8734,21.8,21.4,9.675,39.77,69.4833,12.44,9.6886,37.68,15.0982,18.62,43.31,59.73,36.0532,54.6163,13.82,41.1897,8.01,44.19,32,27.3078,54.42,23.99,76.61,23.05,29.12,12.6175,33.32,11.33,12.23,76.31,79.18,18.15,9.5675,22.93,41.86,35.7697,71.1,19.4,6.35,43.62,4.79,25.55,11.35,7.9489,18.0965,14.13,18.22,3.827,23.42,15.41,22.91,27.3611,18.572,26.74,28.7098,33.07,56.98,8.5542,50.52,21.79,37.26,30.66,15.07,12.63,18.165,14.8334,10.1357,46.92,7.18,20.62,19.165,13.95,15.0725,23,36.8529,20.14,53.51,32.31,12.6975,34.1,11.47,59.17,37.79,28.22,11.49,26.0165,33.0929,10.68,26.08,55.67,9.28,18.75,15.17,7.92,35.7137,17.6957,21.72,26.81,21.93,35.88,36.71,8.8,63,35.32,29.13,22.072,35.3,98.77,23.9618,16.56,21.9443,27.62,42.82,12.69,20.2384,11.445,60.07,45.84,265,26.09,32.51,19.53,30.92,33.11,24.7,4.22,67.82,22.24,9.375,20.08,684.14,53.9722,11.06,79.69,43.39,18.23,65.62,18.36,12.62,25.8087,51.66,30.1108,26.1,39.75,28.27,18.73,35.77,10.5459,15.56,21.3868,11.3,16.9496,93.18,21.96,37.99,6.46,36.34,51.25,40.88,12.93,36.8912,134.39,85.74,29.1,22.04,16.71,60.7638,20.63,33.48,56.63,11.9177,33.33,62.91,39.45,11.32,28.265,19.9558,13.63,21.1852,5.5997,24.11,15.38,15.25,57.16,10.52,43.24,17.545,31.58,24.83,3.85,25.25,34.51,54.9331,7.0967,29.16,41.5,18.26,19.3,49.43,60.4243,26.92,30.55,64.38,34.58,12.4,75.18,34.88,19.99,18.97,14.4148,35.82,20.5083,53.25,19.84,13.43,82,41.41,33.53,25.4835,31.43,34.01,29.88,35.75,7.835,24.58,26.44,47.3428,42
Feb-10,7.3078,28.67,26.2609,13.1828,5.92,80.13,1.3293,33.86,65,63,4.05,41.97,21.32,54.07,72.3,63.28,34.34,22.437,31.2,16.66,31.095,16.6365,36.69,26.36,35.1662,62.47,56.7223,48.77,18.15,24.65,63.85,28.0315,39.97,24.33,12.34,25.9715,27.34,31.24,36.5914,11.5925,16.9,149.75,24.38,24.51,27.0418,34.65,16.9875,58.74,28.18,56.61,8.22,48.98,38.2321,18.31,68.65,36.6829,18.736,33.685,156.35,23.71,127.16,9.4357,33.75,20.53,57.05,57.3,77.76,34.2,61.87,7.91,218.8,38.19,32.36,11.455,43.4,24.34,63.16,42.66,35,36.5031,23.805,34,12.24,123.5014,38.5707,34.26,18.6012,47.025,10.4075,49.99,53.1,29.24,27,23.22,30.065,51.52,20.12,24.46,1912.05,40.54,61.1,55.5737,16.4585,80.15,49.05,31.77,45.52,33.4,33.91,9.06,76.5937,5.2733,47.33,53.76,72.55,24.61,16.6,77.87,33.02,34.06,63.4025,12.0525,32.8,28.53,52.6778,41.47,46.65,21.1265,32.902,93.032,7.74,37.8,40.94,32.4288,36.86,21.458,51.43,10.63,11.609,26.62,21.895,47.34,23.89,37.3319,23.4203,18.7169,30.03,82.19,25.5536,16.002,37.99,6.93,29.36,39.3,21.9,59.15,27.88,49.17,10.4125,68.86,55.44,4.4675,29.57,33.62,7.6524,36.005,5.7,16.5167,165.93,84.76,72.66,24.495,39.76,58.8,20.7521,2.26,37.75,42.14,12.39,22.4966,1.718,24.725,29.94,58.2152,28.9,156.15,52.59,42.56,29.64,104.71,47.32,13.53,50.6698,17.589,28.14,29.98,28,52.41,19.757,15.04,25.63,7.28,60.31,73.609,16.53,23.73,30.8759,22.54,36.32,37.49,64.95,56.73,17.71,18.58,20.81,49.28,26.4,16.58,28.52,32.4358,35.24,41.4,40.03,30.15,141.7965,31.25,56.78,24.2465,9.1082,36.871,3.935,59.97,11.05,13.7033,12.2288,16.63,28.54,99.41,6.2099,7.96,50.91,35.36,51.58,17.3513,42.75,28.04,54.09,47.92,22,35.2,23.059,30.77,18.0416,45.98,24.065,49.4554,13.65,44.91,11.0925,101.65,12.36,24.215,41.92,17.63,29.72,17.77,18,19.4045,15.9127,77.43,21.405,28.3,30.9277,25.6,17.2401,22.26,23.79,10.2775,42.11,78.8872,12.21,9.6886,40.36,16.1303,21.5,45.69,61.62,36.505,55.5958,17.04,40.3118,7.55,43.41,32.26,30.7415,52.15,24.37,81.42,23.21,29.73,13.68,32.63,12.58,12.92,75.97,79.22,18.555,10.035,21.61,43.86,36.9439,73.31,18.33,6.75,38.65,4.81,24.71,11.28,8.22,17.5744,20.52,19,4.1323,23.62,13.35,24.92,26.4241,21.248,23.9,30.3033,33.97,59.66,8.6355,53.29,21.83,37.67,35.48,17.25,11.69,19.475,14.2534,10.723,51.94,7.15,20.31,19.07,13.38,16.795,25.79,38.5908,22.21,58.39,31.95,13.51,36.47,12.99,61.31,38.8,31,10.6,26.5094,36.3073,10.66,31.61,56.75,9.62,18.1,15.27,10.11,35.5675,19.0341,21.04,30.73,25,38.5,38.99,8.39,66.2,40.06,30.01,24.7715,36.62,103.64,23.8203,17.41,22.9269,27.46,44.48,15.27,22.912,13.435,59.68,45.4,258.25,28.27,31.6,19.92,30,33.33,26.3,4.46,67.79,16.76,9.575,22.39,708.3,58.0062,10.54,85.9,44.56,21.34,63.92,19.98,13.89,26.2002,48.73,30.9287,28.57,38.65,32.9,18.16,36.46,11.6503,16.8,21.6295,12.49,18.2085,93.39,22.58,38.63,7.5,37.92,57.25,42.22,12.99,38.1091,112.01,85.42,31.19,23.8,19.91,63.6301,20.19,37.85,53.33,11.7508,35.96,58.11,40.8,14.74,29.775,20.6669,14.94,22.2748,5.9022,21.84,16.09,15.93,60.94,10.83,44.19,18.73,34.52,27.98,4.21,33.55,36.08,56.8814,7.55,31.02,40,19.97,19.6,55.8,62.0745,27.9,35.78,68.96,37.23,14.53,84.16,36.44,21.5,18.54,16.7566,36.41,21.8648,60.74,20.43,14.01,79.93,51.58,33.09,25.7269,30.52,34.27,30.805,30.26,8.75,25.18,25.69,48.1041,40.38
Mar-10,8.3928,29.2875,27.9179,14.1918,6.7885,81.27,1.2987,32.67,66.98,65.2,4.35,44.75,22.7575,55.6,75.83,63.27,36.22,25.4,32.35,17.85,21.71,16.2573,36.92,27.5,35.6143,66.16,55.5501,51.44,20.5625,25.71,66.72,30.2825,41.95,26.03,14.16,25.206,31.12,34.91,39.0079,12.0825,18.375,144.3,24.47,26.7,28.9954,35.37,18.6125,64.41,29.29,59.8375,9.415,52.16,43.0968,18.69,73.61,41.96,19.5139,36.65,170.63,24.24,128.25,10.5343,36.56,22.29,62.85,59.46,83.22,35.65,64.38,9.27,217.76,41.26,34.32,12.135,45.03,27.24,72.61,42.61,31.04,39.0121,22.735,40.5,13.4675,139.958,38.6807,36.58,19.7854,46.47,10.63,52.3,57.22,28.82,31.1,24.42,32.435,52.6,20.52,26.49,2034.04,40.87,63.46,59.4837,18.3202,83.57,48.96,33.16,47.36,33.02,37.32,10.37,81.0924,5.6555,46.77,59.7,77.2,25.88,22.6,78.73,34.43,37.885,68.3671,12.69,34.89,32.39,55.1957,42.63,56.32,22.5598,38.1553,95.8583,7.22,38.23,42.71,38.6223,36.49,22.436,55.89,12.05,12.4297,29.75,18.53,50.34,25.25,41.4943,24.8634,19.0599,33.24,91.99,29.7104,17.9931,41.11,7.23,28.9,41.71,22.37,65.72,29.38,49.9,10.5475,64.43,57.84,6.01,29.5,34.18,8.2399,35.395,6.67,17.5198,173.09,93.4,70.58,27.7656,42.81,62.55,28.6022,2.435,41.41,43.95,13.19,24.5918,1.758,27.145,30.72,60.2662,29.5,161.28,53.94,44.85,28.58,112.67,49.14,14.08,52.862,18.8629,29.02,36.1,30.69,60.5,21.5897,16.44,27.48,6.9,64.74,78.8836,20.9625,24.55,31.2396,23.44,38.9,42.63,67.08,46.76,20.47,19.74,21.2,50.93,28.775,18.66,30.88,39.7672,37.09,45.38,45.36,30.13,128.5043,32.31,61.95,27.5613,9.8934,38.9414,4.152,52.5,10.83,15.5589,13.3675,21.15,31.825,109.2,7.0399,8,52.65,36.07,54.2,18.4269,44.54,28.92,56.36,46.84,19.55,33.77,24.1304,32.7,22.4724,56.25,25.49,53.6312,14.9,45.14,11.9975,108.12,12.6,24.705,42.42,20.21,29.52,16.15,19.12,19.9823,17.2613,79.38,22.775,28.2,31.6176,27.64,17.8268,21.76,22.24,10.5025,47.67,82.8872,13.56,11.35,42.24,16.9166,21.93,46.75,67.6,40.9055,57.4092,19.15,44.0411,9.38,47.24,35.8,33.3572,53.43,28.42,86.35,29.21,29.25,14.5125,34.17,13.22,14.59,81.35,83.55,19.18,9.2,22.96,43.185,37.9479,75.71,22.62,7.85,39.09,5.39,26.08,12.68,8.4722,19.2074,20.64,19.16,4.2159,24.63,14.59,26.02,25.7096,18.236,25.69,31.3009,36.03,67.54,8.8331,55.26,21.55,41.27,35.88,18.54,11,20.975,16.7801,10.8689,51.79,7.75,22.3,21.06,14.36,16.7375,24.55,41.4639,23.9,60.77,38.63,13.345,36.92,14.5,64.14,45.19,33.1,9.82,28.5008,39.8799,13.93,33.66,58.29,9.8675,19.34,15.46,10.32,41.4532,19.5088,21.38,32.77,37.44,34.71,35.23,8.96,73.37,38.88,32.54,26.2317,38.81,101.5,22.3179,18.05,24.5473,28.57,49.9,15.6,24.2577,14.36,60.26,45.71,250,32.99,36.41,21.23,31.99,35.35,31.42,4.45,69.47,14.05,10.15,22.78,726.5,52.1172,12,89.95,46.66,22.71,63.58,22.64,15.64,30.0419,52.59,33.7199,29.6,40.86,33.96,18.74,37.28,14.5753,17.64,22.9738,13.64,18.8603,103.52,24.06,38.99,8.32,39.31,57.41,43.34,13.94,39.6126,114.1,80.93,31.85,24.61,18.26,70.6647,25.12,37.36,55.85,13.6404,38.88,58.98,41.92,14.64,31.84,23.7825,15.73,23.0861,6.2088,20.9,15.84,15.7,64.07,11.25,49.35,19.09,33.19,30.68,4.98,36.93,38.04,53.5349,8.7617,35.09,36.57,20.82,21.91,61.63,74.0461,30.43,38.28,72.81,37.05,16.68,87.25,39.52,25.03,21.84,18.6589,37.73,23.9196,56.9,21.08,15.09,85.04,54.38,34.88,27.0682,34.38,35.46,31.7,29.01,10.3075,30.7,25.48,55.409,42.06
Apr-10,9.3246,30.535,28.6852,13.1551,6.855,77,1.3603,30.31,67.77,64.3,3.9275,42.58,22.5575,53.64,81.44,62.16,34.97,24.804,35.23,17.83,18.058,15.8497,40.78,26.725,33.4117,65.22,54.964,55.28,20.51,25.8675,70.59,31.9386,43.64,26.93,15.26,24.4787,33.11,36.84,45.1217,13.0125,18.9775,152.52,26.01,25.31,27.0138,33.6,21.4,69.14,30.22,57.31,9.885,49.08,45.1912,19.29,74.95,38.68,19.68,37.83,145.2,27.12,129,14.1286,36.92,22.84,68.09,59.82,84.89,33.72,53.8,9.07,184,46.12,36.19,12.99,43.69,27.86,72.43,40.81,36.01,38.0471,19.855,43.7,13.78,145.0334,40.0618,32.06,19.3667,56.06,11.585,53.19,57.44,29.93,38.68,24.22,32.96,56.87,21.19,25.53,2080.39,38.77,71.42,61.5339,19.2799,88.67,50.34,34.56,51.1,32,40.54,9.35,85.0444,6.2277,45.72,67.21,76.36,26.77,20.35,76.37,34.68,38.58,70.9834,12.7825,33,33.24,57.4936,42.05,64.13,26.0231,41.9155,99.1179,6.88,37.85,42.46,40.6184,33.53,23.326,59.33,11.08,12.8747,24.72,13.53,52.23,28.57,37.5157,27.3839,19.3143,37.6,96.91,34.6495,18.9887,41.8,7.3583,27.94,48.87,22.66,64.81,33.99,49.18,11.5525,67.33,61.02,5.725,29.32,34.3,8.5899,35.58,7.4525,17.7671,185.01,90.01,77.97,26.9356,47.01,63.55,32.59,2.7375,43.41,48.84,12.58,25.9291,1.778,25.48,30.57,58.7135,31.54,156.42,50.74,43.26,29.29,134.91,49.49,14.605,49.0855,19.2794,31.03,34.65,32.79,63.56,22.8961,18.27,32.12,6.22,69.18,83.6975,22.0825,26.27,31.0827,26.29,41.83,45.66,66.72,49.31,22.22,20.24,21.75,56.08,33.07,19.37,31.13,42.685,35.15,45.32,46.36,30.65,127.5563,32.67,72.23,30.5023,10.6312,40.5787,4.395,54.43,11.115,15.2265,14,24.86,34.215,125.48,6.9999,7.96,56.86,35.34,58.7,19.2224,45.2,30.85,60.72,49.76,18.32,33.39,23.5947,35.185,26.8027,59.21,25.555,56.1386,15.46,43.5,13.6725,110.54,14.69,26.255,43.8,19.25,32.13,18,22.42,21.51,19.7849,87.35,21.405,28.02,25.6526,27.79,20.4268,21.78,24.08,10.19,50.09,91.2581,14.915,10.0085,42.8,19.5804,22.83,47.22,70.81,44.7457,59.0675,19.59,42.5611,14.36,57.28,33.6,38.5717,54.94,28.57,104.04,29.22,30.91,16.7925,34.37,13.18,12.08,81.29,95.88,19.785,9.0325,23.49,44.96,40.9854,78.57,23.12,8.8375,37.87,6.76,25.96,15.02,8.3978,19.517,17.5,20.13,4.2295,24.86,12.78,27.28,22.9726,16.734,25.91,34.9633,34.69,71.99,7.9963,54.98,21.52,43.6,36.8,17.88,11.54,20.925,19.4468,11.248,55.27,9.02,24.65,23.79,14.36,17.3125,27.02,41.2456,25.05,51.14,37.38,13.3025,40.71,15.69,64.7,48.22,33.6,9.75,28.0374,40.0679,13.44,33.28,57.16,10.85,17,16.26,9.64,44.3571,19.0419,23.81,36.24,36.35,36.53,36.64,10.07,75.22,38.89,34.67,27.5749,42.66,101.76,23.6733,18.59,23.151,29.58,47.22,16.83,22.2658,16.35,61.07,32.55,245,35.84,39.03,22.84,32.66,35.86,38.83,4.4613,67.54,20.84,10.535,22.45,718.05,51.2633,15.89,105.82,49.18,22.01,66.25,24.53,15.59,29.2408,54.18,35.1612,29.05,42.95,35.91,17.04,37.24,16.1771,20.31,24.9621,15.41,20.3357,111.69,25.52,41.09,8.91,33.48,62.15,48.18,16.21,46.083,106.78,76.65,31.99,24.73,18.3525,73.8682,24.57,39.19,60.32,14.2644,41.7,58.85,45.1,12.14,33.46,23.7958,15.77,23.7133,6.4052,24.17,16.43,16.06,61.32,13.09,54.35,21.67,32.76,28.41,5.64,36.6,42,46.4,8.605,37.12,34.5,22.17,22.99,68.43,86.1641,27.38,38.36,77.39,40.38,17.03,108.87,41.75,26.03,28.73,20.3111,37.34,24.2822,52.97,21.5,10.99,89.9,63.74,36.65,26.025,36.43,34.11,31.215,33.89,10.3525,30.59,27.63,61.0231,44.36
May-10,9.1743,25.8,28.5017,12.1525,6.273,70.55,1.456,29.07,60.46,58.3,3.285,39.58,18.115,50.56,73.87,61.09,32.79,20.177,33.86,15.74,21.66,14.4373,46.05,25.7,32.1244,62.89,54.1918,52.06,20.65,22.57,66.87,30.0817,37.52,23.16,17.98,22.7562,28.69,33.42,39.5339,12.4825,18.095,156.26,24.42,23.21,25.7238,32.08,21.6325,62.76,27.11,51.78,9.045,44.12,40.7169,16.34,67.38,35.56,18.3509,35.715,144.26,24.75,125.26,15.8786,34.63,21.42,60.76,57.68,79.92,27.8,51.3,8.57,167.88,39.87,35.74,12.945,39.18,25.93,64.18,40.53,35.26,35.8627,17.96,39.6,12.92,125.7315,35.8629,33.47,18.7124,52.42,11.365,49.16,53.03,29.17,30.65,21.81,29.135,54.53,20.29,28.57,2178,34.59,56.15,54.8752,18.8001,79.31,47.88,32.7,46.43,30.89,37.86,9.09,79.1452,5.8055,46.05,62.75,67.9,23.96,26.03,71.3,32.51,34.975,63.8462,11.8875,26.68,30.24,55.29,39.045,63.7,25.5431,39.8142,90.6095,6.05,37.03,39.47,36.0825,31.03,23.226,56.46,10.75,11.5991,20.5,17.95,46.44,30.23,34.7938,24.7388,19.208,42,92.69,31.5296,17.0615,38.96,6.5083,25.27,51.02,21.42,70,29.26,46,10.6,63.85,58.02,5.705,28,31.96,8.4216,35.615,6.7,16.5762,190.88,83.49,73.69,25.6906,46.8,53.2,29.641,2.6325,41.3,47.23,20.93,23.1402,1.632,22.15,28.54,58.1768,29.81,150.47,49.47,44.88,28.73,142.28,47.95,13.925,43.6878,16.1274,29.12,29.65,31.14,57.71,23.1004,16.66,28.82,5.81,61.46,79.9461,20.3125,24.69,27.5245,27.52,42.04,43.06,65.49,48.44,27.24,20.8633,20.49,53.82,31.62,16.51,27.2,37.6201,32.04,43.05,39.79,24.83,129.3112,30.63,67.98,29.4453,10.5601,38.7359,4.077,53.44,10.065,14.5146,13.1,23.48,31.445,114.53,6.1966,7.31,62.74,33.03,56.91,18.0446,42.59,31.28,53.43,38.14,18.18,37.54,20.8888,32.035,26.4677,62.08,25.02,48.3139,13.45,38.17,12.61,101.75,12.19,24.5,41.5,17.43,30.63,20.5,22.71,19.4658,19.2383,79.24,21.095,30.25,22.9418,25.95,18.8468,20.34,24.75,9.95,44.5,81.1124,13,9.011,40.61,17.0051,21.99,45.31,65.58,38.4748,54.2381,17.58,42.6865,12.15,50.48,30.25,38.4524,53.43,25.07,98.06,27.19,31.35,16.94,32.36,12.44,13.58,75.07,93.23,19.285,8.6725,27.52,43.73,38.7222,75.61,25.58,7.63,35.21,6.16,24.66,15.04,8.1689,18.8736,16.99,20.73,4.1342,23.9,17.92,27.91,23.9468,13.718,25.98,30.0556,34.49,68.44,7.7116,50.81,21.63,39.31,34.53,14.9,10.27,19.675,18.3468,11.3563,54.63,8.02,19.19,21.675,13.62,16.4525,29.01,41.0011,22.69,46.17,33.58,12.3125,38.24,12.23,62.82,41.76,30.54,9.52,26.8051,38.4115,12.89,31.83,52.75,11.57,14.92,14.68,9.75,41.1706,18.8162,19.12,35.02,30.87,37.2,37.32,9.8,68.05,36.86,37.68,26.236,37.95,89.54,21.3327,16.48,20.0653,27.12,43.12,15.93,21.708,14.365,55.22,37.91,255,29,34.18,20.67,37.51,35.81,39.72,4.4875,69.59,14.33,9.21,23.455,685.28,50.6155,12.46,105.23,44.86,19.44,60.55,23.99,14.3,29.0041,56.7,29.825,27.5,41.42,33.315,16.23,32.51,14.1873,20.33,21.6855,13,18.2014,93.57,24.04,34.81,8.35,33.54,55.79,44.2,14.56,43.4282,97.56,72.68,28.67,22.14,15.36,71.8262,21.73,42.06,58.11,11.7332,36.23,58.08,51.76,11.4,30.195,22.9025,14.76,22.1102,5.8787,23.35,17.935,17.595,56.08,11.14,52.17,18.63,38.5,26.62,4.8,35.07,38.1,48.4926,7.77,42.38,33.48,20.85,18.56,70.33,81.9067,25.29,40.15,73.7,37.84,18.57,104.44,41.11,28.79,23.95,18.8408,35.11,23.0735,53.47,20.84,14.01,86.86,56.16,32.43,24.8328,34.7,34.33,31.715,32.79,11.675,26.46,23.58,56.8582,41.04
